SECURITY REQUIREMENTS VALIDATION FOR MOBILE APPS: A SYSTEMATIC LITERATURE REVIEW,I:000218649700015,2015,no
Security testing for Android mHealth apps,orr2015,2015,yes
Security testing framework for a novel mobile wallet ecosystem,ntos2018153,2018,yes
Security testing of the communication among Android applications,ancini201357,2013,no
Security Vulnerabilities Detection Using Model Inference for Applications and Security Protocols,54460,2011,yes
SENTINEL: GENERATING GUI TESTS for ANDROID SENSOR LEAKS,201827,2018,yes
Signature-based detection of privilege-escalation attacks on Android,95565,2016,yes
SimTester: A Controllable and Observable Testing Framework for Embedded Systems,:2012:SCO:2151024.2151034,2012,doubt
Simulating user interactions: A model and tool for semi-realistic load testing of social app backend web services,une2017235,2017,no
Simulation-based investigation of energy management concepts for fuel cell -- battery -- hybrid energy storage systems in mobile applications,YERS2018295,2018,yes
Software quality testing model for mobile application,u2014192,2014,yes
Static Analysis for Independent App Developers,I:000348907400048,2014,doubt
Static analysis of android apps: A systematic literature review,201767,2017,no
Static Detection of Energy Defect Patterns in Android Applications,:2016:SDE:2892208.2892218,2016,yes
Study on signature verification process for the firmware of an android platform,ong2019540,2019,yes
SUPR-Qm: A Questionnaire to Measure the Mobile App User Experience,uro:2017:SQM:3173069.3173072,2017,no
Survey of security for Android smart terminal,2016169,2016,yes
Systematic Execution of Android Test Suites in Adverse Conditions,amsen:2015:SEA:2771783.2771786,2015,no
Systematic literature review of mobile application development and testing effort estimation,UR2018,2018,no
Systematic testing for resource leaks in Android applications,n2013411,2013,yes
Test based model transformation framework for mobile application,2011,2011,no
Test coverage optimization for large code problems,N201216,2012,no
Testing android applications using multi-objective evolutionary algorithms with a stopping criteria,hella2018308,2018,no
Testing driven development of mobile applications using automatic bug management systems,ragoza2018151,2018,doubt
Testing methods for the efficiency of modern steganography solutions for mobile platforms,cerzan201630,2016,yes
Testing the usability of smartphone surface gestures on different sizes of smartphones by different age groups of users,AI2017103,2017,yes
The design and implement of the cross-platform mobile automated testing framework,ng2017182,2016,no
The energy impact of security mechanisms in modern mobile devices,VIGLIONE201211,2012,yes
The mobile app usability inspection (MAUi) framework as a guide for minimal viable product (MVP) testing in lean development cycle,eng20161,2016,yes
The mobile sleep lab app: An open-source framework for mobile sleep assessment based on consumer-grade wearable devices,rgdorf20188,2018,no
The state of ransomware. Trends and mitigation techniques,10056,2017,yes
The Usability of Mobile Applications for Pre-schoolers,SOOD20151818,2015,yes
Toward a more dependable hybrid analysis of android malware using aspect-oriented programming,IGOMBE2018235,2018,yes
Towards an efficient and Energy-Aware mobile big health data architecture,VAZ2018137,2018,yes
Towards analyzing the input validation vulnerabilities associated with android system services,o2015361,2015,yes
Towards black box testing of android apps,auniarovich2015501,2015,yes
Towards energy aware object-oriented development of android applications,HAR201928,2019,yes
Towards formal analysis of the permission-based security model for Android,in200987,2009,yes
Towards formal model-based analysis and testing of Android's security mechanisms,tarte20171,2017,yes
Towards Model Checking Android Applications,I:000435335100005,2018,yes
Trust Evaluation in Mobile Devices: An Empirical Study,45261,2015,yes
"Twinkle twinkle little DroidDream, How I wonder what you are?",99579,2017,yes
Two-phases detection scheme: Detecting android malware in android markets,2019389,2019,yes
Understanding and defending the binder attack surface in android,ng2016398,2016,yes
Understanding the test automation culture of app developers,chhar2015,2015,no
Unsupervised Detection of Abnormal Moments for Usability Testing of Mobile Apps,:2016:UDA:2851581.2892404,2016,yes
"Upgrading your Android, elevating my malware: Privilege escalation through mobile OS updating",ng2014393,2014,yes
Usability assessment of a mobile app for art therapy,TTSON20151,2015,yes
Usability Evaluation Framework for Mobile Apps Using Code Analysis,thur:2018:UEF:3210459.3210480,2018,yes
Usability evaluation model for mobile banking applications interface: Model evaluation process using experts' panel,ubakar201653,2016,yes
Usability evaluation of adaptive features in smartphones,BAL20172185,2017,yes
Usability Testing of Early Warning Mobile Applications with Eye Tracking,I:000366872700026,2015,yes
Usability testing: a review of some methodological and technical aspects of the method,STIEN2010e18,2010,yes
User experience {\&} usability for mobile geo-referenced apps. A case study applied to cultural heritage field,llini2014652,2014,yes
User experience evaluation for user interface redesign: A case study on a bike sharing application,rte2017614,2017,yes
User Experience of Mobile Application's Interface: Measurement Development,ng:2018:UEM:3227696.3227698,2018,no
User interface usability studies on different operating systems,I:000327761500132,2013,yes
Using Combinatorial Approaches for Testing Mobile Applications,25641,2014,doubt
Using network traffic to verify mobile device forensic artifacts,83091,2017,no
Verifying Android's Permission Model,I:000366212700028,2015,yes
Vision: Automated security validation of mobile apps at app markets,lbert201121,2011,yes
VulHunter: Toward discovering vulnerabilities in android applications,an201544,2015,yes
Vulnerability Assessment of OAuth Implementations in Android Applications,ng:2015:VAO:2818000.2818024,2015,yes
Vulnerability Detection of Android System in Fuzzing Cloud,40256,2013,doubt
What Are Software Engineers Asking About Android Testing on Stack Overflow?,llanes:2017:SEA:3131151.3131157,2017,doubt
Where is the weakest link? A study on security discrepancies between android apps and their website counterparts,avi2017100,2017,doubt
Where-How-What Am I Feeling: User Context Logging in Automated Usability Tests for Mobile Software,I:000389470200002,2016,yes
Why energy matters? Profiling energy consumption of mobile crowdsensing data collection frameworks,MASONI2018193,2018,yes
Your life in your hands: the security issues with healthcare apps,NSFIELDDEVINE201614,2016,yes
Your WiFi is leaking: What do your mobile apps gossip about you?,KINSON2018546,2018,doubt
ZIPT: Zero-integration performance testing of mobile app designs,ka2017727,2017,yes
Vulnerability Detection on Mobile Applications Using State Machine Inference,nDerLee20181,2018,yes
