SENTINEL: GENERATING GUI TESTS for ANDROID SENSOR LEAKS,01827,2018,yes
Signature-based detection of privilege-escalation attacks on Android,5565,2016,yes
SimTester: A Controllable and Observable Testing Framework for Embedded Systems,2012:SCO:2151024.2151034,2012,doubt
Simulating user interactions: A model and tool for semi-realistic load testing of social app backend web services,ne2017235,2017,no
Simulation-based investigation of energy management concepts for fuel cell -- battery -- hybrid energy storage systems in mobile applications,ERS2018295,2018,doubt
Software quality testing model for mobile application,2014192,2014,no
Static Analysis for Independent App Developers,:000348907400048,2014,doubt
Static analysis of android apps: A systematic literature review,01767,2017,yes
Static Detection of Energy Defect Patterns in Android Applications,2016:SDE:2892208.2892218,2016,doubt
Study on signature verification process for the firmware of an android platform,ng2019540,2019,no
SUPR-Qm: A Questionnaire to Measure the Mobile App User Experience,ro:2017:SQM:3173069.3173072,2017,no
Survey of security for Android smart terminal,016169,2016,no
Systematic Execution of Android Test Suites in Adverse Conditions,msen:2015:SEA:2771783.2771786,2015,doubt
Systematic literature review of mobile application development and testing effort estimation,R2018,2018,no
Systematic testing for resource leaks in Android applications,2013411,2013,yes
Test based model transformation framework for mobile application,011,2011,yes
Test coverage optimization for large code problems,201216,2012,no
Testing android applications using multi-objective evolutionary algorithms with a stopping criteria,ella2018308,2018,no
Testing driven development of mobile applications using automatic bug management systems,agoza2018151,2018,no
Testing methods for the efficiency of modern steganography solutions for mobile platforms,erzan201630,2016,doubt
Testing the usability of smartphone surface gestures on different sizes of smartphones by different age groups of users,I2017103,2017,doubt
The design and implement of the cross-platform mobile automated testing framework,g2017182,2016,doubt
The energy impact of security mechanisms in modern mobile devices,IGLIONE201211,2012,no
The mobile app usability inspection (MAUi) framework as a guide for minimal viable product (MVP) testing in lean development cycle,ng20161,2016,yes
The mobile sleep lab app: An open-source framework for mobile sleep assessment based on consumer-grade wearable devices,gdorf20188,2018,doubt
The state of ransomware. Trends and mitigation techniques,0056,2017,yes
The Usability of Mobile Applications for Pre-schoolers,OOD20151818,2015,no
Toward a more dependable hybrid analysis of android malware using aspect-oriented programming,GOMBE2018235,2018,yes
Towards an efficient and Energy-Aware mobile big health data architecture,AZ2018137,2018,doubt
Towards analyzing the input validation vulnerabilities associated with android system services,2015361,2015,no
Towards black box testing of android apps,uniarovich2015501,2015,doubt
Towards energy aware object-oriented development of android applications,AR201928,2019,yes
Towards formal analysis of the permission-based security model for Android,n200987,2009,yes
Towards formal model-based analysis and testing of Android's security mechanisms,arte20171,2017,yes
Towards Model Checking Android Applications,:000435335100005,2018,yes
Trust Evaluation in Mobile Devices: An Empirical Study,5261,2015,yes
"Twinkle twinkle little DroidDream, How I wonder what you are?",9579,2017,yes
Two-phases detection scheme: Detecting android malware in android markets,019389,2019,yes
Understanding and defending the binder attack surface in android,g2016398,2016,doubt
Understanding the test automation culture of app developers,hhar2015,2015,no
Unsupervised Detection of Abnormal Moments for Usability Testing of Mobile Apps,2016:UDA:2851581.2892404,2016,doubt
"Upgrading your Android, elevating my malware: Privilege escalation through mobile OS updating",g2014393,2014,yes
Usability assessment of a mobile app for art therapy,TSON20151,2015,no
Usability Evaluation Framework for Mobile Apps Using Code Analysis,hur:2018:UEF:3210459.3210480,2018,doubt
Usability evaluation model for mobile banking applications interface: Model evaluation process using experts' panel,bakar201653,2016,yes
Usability evaluation of adaptive features in smartphones,AL20172185,2017,doubt
Usability Testing of Early Warning Mobile Applications with Eye Tracking,:000366872700026,2015,no
Usability testing: a review of some methodological and technical aspects of the method,TIEN2010e18,2010,yes
User experience {\&} usability for mobile geo-referenced apps. A case study applied to cultural heritage field,lini2014652,2014,no
User experience evaluation for user interface redesign: A case study on a bike sharing application,te2017614,2017,no
User Experience of Mobile Application's Interface: Measurement Development,g:2018:UEM:3227696.3227698,2018,doubt
User interface usability studies on different operating systems,:000327761500132,2013,yes
Using Combinatorial Approaches for Testing Mobile Applications,5641,2014,yes
Using network traffic to verify mobile device forensic artifacts,3091,2017,no
Verifying Android's Permission Model,:000366212700028,2015,no
Vision: Automated security validation of mobile apps at app markets,bert201121,2011,yes
VulHunter: Toward discovering vulnerabilities in android applications,n201544,2015,doubt
Vulnerability Assessment of OAuth Implementations in Android Applications,g:2015:VAO:2818000.2818024,2015,doubt
Vulnerability Detection of Android System in Fuzzing Cloud,0256,2013,yes
What Are Software Engineers Asking About Android Testing on Stack Overflow?,lanes:2017:SEA:3131151.3131157,2017,no
Where is the weakest link? A study on security discrepancies between android apps and their website counterparts,vi2017100,2017,no
Where-How-What Am I Feeling: User Context Logging in Automated Usability Tests for Mobile Software,:000389470200002,2016,yes
Why energy matters? Profiling energy consumption of mobile crowdsensing data collection frameworks,ASONI2018193,2018,yes
Your life in your hands: the security issues with healthcare apps,SFIELDDEVINE201614,2016,no
Your WiFi is leaking: What do your mobile apps gossip about you?,INSON2018546,2018,yes
ZIPT: Zero-integration performance testing of mobile app designs,a2017727,2017,yes
Vulnerability Detection on Mobile Applications Using State Machine Inference,DerLee20181,2018,yes
